ID_Venda,ID_Produto,ID_Cliente,ID_Tempo,ID_Plataforma,ID_Promocao,Quantidade,Preco_Unitario,Desconto_Percentual,Receita_Total,Custo_Total,Lucro_Bruto,Margem_Percentual,Canal_Venda,Forma_Pagamento,Data_Venda,Categoria,Dias_Apos_Lancamento,Midia_Fisica_Digital
VND01928,PRD053,CLI027,TMP0890,PLT001,PROMO000,2,200.00,0.00,400.00,320.00,80.00,20.00,Loja Física,PIX,2026-06-08,Gift Cards,2034,Digital
VND01929,PRD053,CLI027,TMP0218,PLT001,PROMO006,2,184.00,8.00,368.00,320.00,48.00,"46,125.00",E-commerce,Cartão Crédito,2024-08-05,Gift Cards,1362,Digital
VND01930,PRD053,CLI025,TMP0840,PLT001,PROMO000,1,200.00,0.00,200.00,160.00,40.00,20.00,E-commerce,Cartão Débito,2026-04-19,Gift Cards,1984,Digital
VND01931,PRD053,CLI062,TMP0006,PLT001,PROMO000,1,200.00,0.00,200.00,160.00,40.00,20.00,App Mobile,PIX,2024-01-06,Gift Cards,1150,Digital
VND01932,PRD053,CLI042,TMP0359,PLT001,PROMO000,1,200.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Cartão Débito,2024-12-24,Gift Cards,1503,Digital
VND01933,PRD053,CLI056,TMP0931,PLT001,PROMO000,2,200.00,0.00,400.00,320.00,80.00,20.00,App Mobile,Cartão Débito,2026-07-19,Gift Cards,2075,Digital
VND01934,PRD053,CLI013,TMP0737,PLT001,PROMO000,2,200.00,0.00,400.00,320.00,80.00,20.00,E-commerce,Boleto,2026-01-06,Gift Cards,1881,Digital
VND01935,PRD053,CLI008,TMP0070,PLT001,PROMO003,1,180.00,10.00,180.00,160.00,20.00,"46,337.00",App Mobile,Cartão Débito,2024-03-10,Gift Cards,1214,Digital
VND01936,PRD053,CLI069,TMP0018,PLT001,PROMO000,2,200.00,0.00,400.00,320.00,80.00,20.00,E-commerce,Cartão Débito,2024-01-18,Gift Cards,1162,Digital
VND01937,PRD053,CLI050,TMP0129,PLT001,PROMO000,1,200.00,0.00,200.00,160.00,40.00,20.00,E-commerce,Boleto,2024-05-08,Gift Cards,1273,Digital
VND01938,PRD053,CLI059,TMP0010,PLT001,PROMO000,1,200.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Cartão Crédito,2024-01-10,Gift Cards,1154,Digital
VND01939,PRD053,CLI072,TMP0305,PLT001,PROMO000,1,200.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Boleto,2024-10-31,Gift Cards,1449,Digital
VND01940,PRD054,CLI028,TMP0008,PLT002,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Cartão Crédito,2024-01-08,Gift Cards,1154,Digital
VND01941,PRD054,CLI023,TMP0738,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,Cartão Débito,2026-01-07,Gift Cards,1884,Digital
VND01942,PRD054,CLI020,TMP0008,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,PIX,2024-01-08,Gift Cards,1154,Digital
VND01943,PRD054,CLI050,TMP0083,PLT002,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Débito,2024-03-23,Gift Cards,1229,Digital
VND01944,PRD054,CLI062,TMP0064,PLT002,PROMO003,1,45.00,10.00,45.00,40.00,5.00,"46,337.00",Loja Física,Cartão Débito,2024-03-04,Gift Cards,1210,Digital
VND01945,PRD054,CLI020,TMP0074,PLT002,PROMO003,2,45.00,10.00,90.00,80.00,10.00,"46,337.00",E-commerce,Cartão Débito,2024-03-14,Gift Cards,1220,Digital
VND01946,PRD054,CLI050,TMP0636,PLT002,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Crédito,2025-09-27,Gift Cards,1782,Digital
VND01947,PRD054,CLI039,TMP0853,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,Cartão Débito,2026-05-02,Gift Cards,1999,Digital
VND01948,PRD054,CLI029,TMP0029,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,PIX,2024-01-29,Gift Cards,1175,Digital
VND01949,PRD054,CLI001,TMP0038,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,App Mobile,Boleto,2024-02-07,Gift Cards,1184,Digital
VND01950,PRD054,CLI031,TMP0008,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,Cartão Crédito,2024-01-08,Gift Cards,1154,Digital
VND01951,PRD054,CLI073,TMP0333,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,App Mobile,Boleto,2024-11-28,Gift Cards,1479,Digital
VND01952,PRD054,CLI061,TMP0023,PLT002,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Débito,2024-01-23,Gift Cards,1169,Digital
VND01953,PRD054,CLI039,TMP0330,PLT002,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Cartão Débito,2024-11-25,Gift Cards,1476,Digital
VND01954,PRD054,CLI063,TMP0021,PLT002,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,Loja Física,PIX,2024-01-21,Gift Cards,1167,Digital
VND01955,PRD054,CLI001,TMP0894,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,Cartão Crédito,2026-06-12,Gift Cards,2040,Digital
VND01956,PRD054,CLI045,TMP0013,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,Cartão Débito,2024-01-13,Gift Cards,1159,Digital
VND01957,PRD054,CLI019,TMP0017,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,Boleto,2024-01-17,Gift Cards,1163,Digital
VND01958,PRD054,CLI057,TMP0044,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,PIX,2024-02-13,Gift Cards,1190,Digital
VND01959,PRD054,CLI013,TMP0025,PLT002,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Crédito,2024-01-25,Gift Cards,1171,Digital
VND01960,PRD054,CLI003,TMP0071,PLT002,PROMO003,1,45.00,10.00,45.00,40.00,5.00,"46,337.00",E-commerce,Boleto,2024-03-11,Gift Cards,1217,Digital
VND01961,PRD054,CLI038,TMP0883,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,App Mobile,Cartão Débito,2026-06-01,Gift Cards,2029,Digital
VND01962,PRD054,CLI025,TMP0291,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,Cartão Débito,2024-10-17,Gift Cards,1437,Digital
VND01963,PRD054,CLI022,TMP0025,PLT002,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Crédito,2024-01-25,Gift Cards,1171,Digital
VND01964,PRD054,CLI036,TMP0025,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,E-commerce,Cartão Crédito,2024-01-25,Gift Cards,1171,Digital
VND01965,PRD054,CLI072,TMP0007,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,App Mobile,PIX,2024-01-07,Gift Cards,1153,Digital
VND01966,PRD054,CLI040,TMP0028,PLT002,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,PIX,2024-01-28,Gift Cards,1174,Digital
VND01967,PRD054,CLI010,TMP0006,PLT002,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Boleto,2024-01-06,Gift Cards,1152,Digital
VND01968,PRD054,CLI065,TMP0066,PLT002,PROMO003,1,45.00,10.00,45.00,40.00,5.00,"46,337.00",App Mobile,PIX,2024-03-06,Gift Cards,1212,Digital
VND01969,PRD054,CLI066,TMP0031,PLT002,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,Loja Física,PIX,2024-01-31,Gift Cards,1177,Digital
VND01970,PRD055,CLI064,TMP1079,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Boleto,2026-12-14,Gift Cards,2225,Digital
VND01971,PRD055,CLI034,TMP0330,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,App Mobile,Cartão Crédito,2024-11-25,Gift Cards,1476,Digital
VND01972,PRD055,CLI052,TMP1063,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,App Mobile,Cartão Débito,2026-11-28,Gift Cards,2209,Digital
VND01973,PRD055,CLI057,TMP0010,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Cartão Débito,2024-01-10,Gift Cards,1156,Digital
VND01974,PRD055,CLI076,TMP0556,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Cartão Débito,2025-07-09,Gift Cards,1702,Digital
VND01975,PRD055,CLI049,TMP0021,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Boleto,2024-01-21,Gift Cards,1167,Digital
VND01976,PRD055,CLI033,TMP0070,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Cartão Débito,2024-03-10,Gift Cards,1216,Digital
VND01977,PRD055,CLI034,TMP0026,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,PIX,2024-01-26,Gift Cards,1172,Digital
VND01978,PRD055,CLI048,TMP0475,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Boleto,2025-04-19,Gift Cards,1621,Digital
VND01979,PRD055,CLI063,TMP0696,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Cartão Débito,2025-11-26,Gift Cards,1842,Digital
VND01980,PRD055,CLI001,TMP0025,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Débito,2024-01-25,Gift Cards,1171,Digital
VND01981,PRD055,CLI073,TMP0019,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Cartão Crédito,2024-01-19,Gift Cards,1165,Digital
VND01982,PRD055,CLI075,TMP0072,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Cartão Crédito,2024-03-12,Gift Cards,1218,Digital
VND01983,PRD055,CLI041,TMP0052,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Cartão Débito,2024-02-21,Gift Cards,1198,Digital
VND01984,PRD055,CLI013,TMP0333,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Cartão Débito,2024-11-28,Gift Cards,1479,Digital
VND01985,PRD055,CLI016,TMP0946,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Cartão Crédito,2026-08-03,Gift Cards,2092,Digital
VND01986,PRD055,CLI006,TMP0878,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Cartão Débito,2026-05-27,Gift Cards,2024,Digital
VND01987,PRD055,CLI051,TMP0335,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Boleto,2024-11-30,Gift Cards,1481,Digital
VND01988,PRD055,CLI033,TMP1062,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Débito,2026-11-27,Gift Cards,2208,Digital
VND01989,PRD055,CLI038,TMP0090,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Cartão Débito,2024-03-30,Gift Cards,1236,Digital
VND01990,PRD055,CLI051,TMP0056,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,App Mobile,PIX,2024-02-25,Gift Cards,1202,Digital
VND01991,PRD055,CLI062,TMP1020,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,App Mobile,Cartão Débito,2026-10-16,Gift Cards,2166,Digital
VND01992,PRD055,CLI052,TMP0011,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,App Mobile,Cartão Débito,2024-01-11,Gift Cards,1157,Digital
VND01993,PRD055,CLI036,TMP0049,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,App Mobile,Boleto,2024-02-18,Gift Cards,1195,Digital
VND01994,PRD055,CLI059,TMP0398,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,E-commerce,Cartão Crédito,2025-02-01,Gift Cards,1544,Digital
VND01995,PRD055,CLI001,TMP0007,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,PIX,2024-01-07,Gift Cards,1153,Digital
VND01996,PRD055,CLI063,TMP0011,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,E-commerce,Cartão Crédito,2024-01-11,Gift Cards,1157,Digital
VND01997,PRD055,CLI008,TMP0070,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Boleto,2024-03-10,Gift Cards,1216,Digital
VND01998,PRD055,CLI064,TMP0343,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Boleto,2024-12-08,Gift Cards,1489,Digital
VND01999,PRD055,CLI031,TMP0002,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Cartão Crédito,2024-01-02,Gift Cards,1148,Digital
VND02000,PRD055,CLI036,TMP1094,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,E-commerce,PIX,2026-12-29,Gift Cards,2240,Digital
VND02001,PRD055,CLI010,TMP0745,PLT002,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,E-commerce,PIX,2026-01-14,Gift Cards,1891,Digital
VND02002,PRD055,CLI002,TMP0018,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Boleto,2024-01-18,Gift Cards,1164,Digital
VND02003,PRD055,CLI038,TMP1080,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Boleto,2026-12-15,Gift Cards,2226,Digital
VND02004,PRD055,CLI025,TMP0699,PLT002,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Cartão Crédito,2025-11-29,Gift Cards,1845,Digital
VND02005,PRD056,CLI024,TMP0605,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,Cartão Crédito,2025-08-27,Gift Cards,2065,Digital
VND02006,PRD056,CLI027,TMP0017,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,Cartão Débito,2024-01-17,Gift Cards,1477,Digital
VND02007,PRD056,CLI005,TMP0623,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,PIX,2025-09-14,Gift Cards,2083,Digital
VND02008,PRD056,CLI051,TMP0460,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Débito,2025-04-04,Gift Cards,1920,Digital
VND02009,PRD056,CLI021,TMP0006,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,E-commerce,Cartão Débito,2024-01-06,Gift Cards,1466,Digital
VND02010,PRD056,CLI019,TMP0086,PLT004,PROMO003,1,45.00,10.00,45.00,40.00,5.00,"46,337.00",App Mobile,Boleto,2024-03-26,Gift Cards,1546,Digital
VND02011,PRD056,CLI006,TMP0014,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Boleto,2024-01-14,Gift Cards,1474,Digital
VND02012,PRD056,CLI046,TMP0209,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Débito,2024-07-27,Gift Cards,1669,Digital
VND02013,PRD056,CLI021,TMP0051,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,PIX,2024-02-20,Gift Cards,1511,Digital
VND02014,PRD056,CLI004,TMP0160,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,Cartão Crédito,2024-06-08,Gift Cards,1620,Digital
VND02015,PRD056,CLI071,TMP0033,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,E-commerce,Cartão Débito,2024-02-02,Gift Cards,1493,Digital
VND02016,PRD056,CLI050,TMP0355,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Débito,2024-12-20,Gift Cards,1815,Digital
VND02017,PRD056,CLI067,TMP0015,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,App Mobile,Cartão Crédito,2024-01-15,Gift Cards,1475,Digital
VND02018,PRD056,CLI040,TMP0007,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Boleto,2024-01-07,Gift Cards,1467,Digital
VND02019,PRD056,CLI015,TMP0018,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Débito,2024-01-18,Gift Cards,1478,Digital
VND02020,PRD056,CLI046,TMP0051,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,Boleto,2024-02-20,Gift Cards,1511,Digital
VND02021,PRD056,CLI029,TMP0690,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Boleto,2025-11-20,Gift Cards,2150,Digital
VND02022,PRD056,CLI021,TMP0030,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,E-commerce,Boleto,2024-01-30,Gift Cards,1490,Digital
VND02023,PRD056,CLI068,TMP0766,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Cartão Débito,2026-02-04,Gift Cards,2226,Digital
VND02024,PRD056,CLI016,TMP0031,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,PIX,2024-01-31,Gift Cards,1491,Digital
VND02025,PRD056,CLI045,TMP0007,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,PIX,2024-01-07,Gift Cards,1467,Digital
VND02026,PRD056,CLI070,TMP0015,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,App Mobile,Cartão Débito,2024-01-15,Gift Cards,1475,Digital
VND02027,PRD056,CLI025,TMP0331,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Boleto,2024-11-26,Gift Cards,1791,Digital
VND02028,PRD056,CLI027,TMP0713,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Boleto,2025-12-13,Gift Cards,2173,Digital
VND02029,PRD056,CLI021,TMP0002,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,App Mobile,PIX,2024-01-02,Gift Cards,1462,Digital
VND02030,PRD056,CLI020,TMP0047,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,E-commerce,Cartão Débito,2024-02-16,Gift Cards,1507,Digital
VND02031,PRD056,CLI067,TMP1061,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Boleto,2026-11-26,Gift Cards,2521,Digital
VND02032,PRD056,CLI071,TMP0852,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Boleto,2026-05-01,Gift Cards,2312,Digital
VND02033,PRD056,CLI006,TMP0850,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Crédito,2026-04-29,Gift Cards,2310,Digital
VND02034,PRD056,CLI046,TMP0118,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Débito,2024-04-27,Gift Cards,1578,Digital
VND02035,PRD056,CLI047,TMP0794,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Cartão Débito,2026-03-04,Gift Cards,2254,Digital
VND02036,PRD056,CLI065,TMP0616,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,PIX,2025-09-07,Gift Cards,2076,Digital
VND02037,PRD056,CLI007,TMP0500,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,App Mobile,PIX,2025-05-14,Gift Cards,1960,Digital
VND02038,PRD056,CLI045,TMP0292,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,Loja Física,PIX,2024-10-18,Gift Cards,1752,Digital
VND02039,PRD056,CLI035,TMP0601,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Boleto,2025-08-23,Gift Cards,2061,Digital
VND02040,PRD056,CLI060,TMP1061,PLT004,PROMO015,1,45.00,10.00,45.00,40.00,5.00,"46,337.00",Loja Física,PIX,2026-11-26,Gift Cards,2521,Digital
VND02041,PRD056,CLI017,TMP1061,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Débito,2026-11-26,Gift Cards,2521,Digital
VND02042,PRD056,CLI072,TMP0476,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,App Mobile,PIX,2025-04-20,Gift Cards,1936,Digital
VND02043,PRD056,CLI063,TMP0076,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,App Mobile,Boleto,2024-03-16,Gift Cards,1536,Digital
VND02044,PRD056,CLI024,TMP0916,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,Loja Física,PIX,2026-07-04,Gift Cards,2376,Digital
VND02045,PRD056,CLI062,TMP0011,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,E-commerce,Cartão Crédito,2024-01-11,Gift Cards,1471,Digital
VND02046,PRD056,CLI075,TMP0012,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Cartão Crédito,2024-01-12,Gift Cards,1472,Digital
VND02047,PRD056,CLI071,TMP0041,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Cartão Débito,2024-02-10,Gift Cards,1501,Digital
VND02048,PRD056,CLI033,TMP0484,PLT004,PROMO000,1,50.00,0.00,50.00,40.00,10.00,20.00,Loja Física,Cartão Crédito,2025-04-28,Gift Cards,1944,Digital
VND02049,PRD056,CLI059,TMP0020,PLT004,PROMO000,2,50.00,0.00,100.00,80.00,20.00,20.00,E-commerce,PIX,2024-01-20,Gift Cards,1480,Digital
VND02050,PRD057,CLI014,TMP0560,PLT004,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Cartão Débito,2025-07-13,Gift Cards,2020,Digital
VND02051,PRD057,CLI044,TMP0823,PLT004,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,Loja Física,Cartão Crédito,2026-04-02,Gift Cards,2283,Digital
VND02052,PRD057,CLI030,TMP0011,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Boleto,2024-01-11,Gift Cards,1471,Digital
VND02053,PRD057,CLI073,TMP0662,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,PIX,2025-10-23,Gift Cards,2122,Digital
VND02054,PRD057,CLI073,TMP0900,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Boleto,2026-06-18,Gift Cards,2360,Digital
VND02055,PRD057,CLI022,TMP0013,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,E-commerce,Cartão Crédito,2024-01-13,Gift Cards,1473,Digital
VND02056,PRD057,CLI062,TMP0626,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,E-commerce,Cartão Débito,2025-09-17,Gift Cards,2086,Digital
VND02057,PRD057,CLI006,TMP0006,PLT004,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,PIX,2024-01-06,Gift Cards,1466,Digital
VND02058,PRD057,CLI046,TMP0334,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,App Mobile,Boleto,2024-11-29,Gift Cards,1794,Digital
VND02059,PRD057,CLI001,TMP0029,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,App Mobile,PIX,2024-01-29,Gift Cards,1489,Digital
VND02060,PRD057,CLI070,TMP0068,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,PIX,2024-03-08,Gift Cards,1528,Digital
VND02061,PRD057,CLI007,TMP0013,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,App Mobile,Cartão Crédito,2024-01-13,Gift Cards,1473,Digital
VND02062,PRD057,CLI029,TMP0377,PLT004,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Cartão Débito,2025-01-11,Gift Cards,1837,Digital
VND02063,PRD057,CLI049,TMP0016,PLT004,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Boleto,2024-01-16,Gift Cards,1476,Digital
VND02064,PRD057,CLI053,TMP0573,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,E-commerce,Boleto,2025-07-26,Gift Cards,2033,Digital
VND02065,PRD057,CLI009,TMP0054,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Boleto,2024-02-23,Gift Cards,1514,Digital
VND02066,PRD057,CLI016,TMP0028,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,E-commerce,Cartão Débito,2024-01-28,Gift Cards,1488,Digital
VND02067,PRD057,CLI070,TMP0916,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,App Mobile,PIX,2026-07-04,Gift Cards,2376,Digital
VND02068,PRD057,CLI040,TMP0030,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Cartão Débito,2024-01-30,Gift Cards,1490,Digital
VND02069,PRD057,CLI016,TMP0858,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,App Mobile,PIX,2026-05-07,Gift Cards,2318,Digital
VND02070,PRD057,CLI023,TMP0019,PLT004,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Cartão Débito,2024-01-19,Gift Cards,1479,Digital
VND02071,PRD057,CLI046,TMP0397,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,E-commerce,Cartão Débito,2025-01-31,Gift Cards,1857,Digital
VND02072,PRD057,CLI023,TMP0204,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Cartão Débito,2024-07-22,Gift Cards,1664,Digital
VND02073,PRD057,CLI071,TMP0864,PLT004,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Boleto,2026-05-13,Gift Cards,2324,Digital
VND02074,PRD057,CLI012,TMP0064,PLT004,PROMO003,2,90.00,10.00,180.00,160.00,20.00,"46,337.00",E-commerce,PIX,2024-03-04,Gift Cards,1524,Digital
VND02075,PRD057,CLI053,TMP0039,PLT004,PROMO000,2,100.00,0.00,200.00,160.00,40.00,20.00,Loja Física,Cartão Débito,2024-02-08,Gift Cards,1499,Digital
VND02076,PRD057,CLI060,TMP0029,PLT004,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,App Mobile,Boleto,2024-01-29,Gift Cards,1489,Digital
VND02077,PRD057,CLI063,TMP0952,PLT004,PROMO000,1,100.00,0.00,100.00,80.00,20.00,20.00,E-commerce,Cartão Crédito,2026-08-09,Gift Cards,2412,Digital
